call_id,put_id,date_entry,date_exit,expiration,dte,stock_price_entry,stock_price_exit,call_delta_entry,put_delta_entry,strangle_price_entry,strangle_price_exit,short_strangle_dollar_pnl,short_strangle_pct_pnl
SPY220629C00386000,SPY220629P00363000,2022-06-22,2022-06-29,2022-06-29,7,374.91,380.312,0.20836,-0.19705,2.995,0.02,2.975,0.9933
SPY220630C00390000,SPY220630P00366000,2022-06-23,2022-06-30,2022-06-30,7,378.05,377.13,0.19467,-0.19873,2.91,0.025,2.885,0.9914
SPY220701C00400000,SPY220701P00377000,2022-06-24,2022-07-01,2022-07-01,7,388.58,381.29,0.18853,-0.20071,2.925,0.02,2.905,0.9932
SPY220705C00392000,SPY220705P00370000,2022-06-28,2022-07-05,2022-07-05,7,381.1,381.18,0.19081,-0.19286,2.71,0.015,2.695,0.9945
SPY220706C00391000,SPY220706P00369000,2022-06-29,2022-07-06,2022-07-06,7,380.312,384.425,0.20054,-0.19405,2.85,0.02,2.83,0.993
SPY220708C00391000,SPY220708P00371000,2022-07-01,2022-07-08,2022-07-08,7,381.29,389.28,0.18864,-0.19541,2.555,0.035,2.52,0.9863
SPY220713C00395000,SPY220713P00372000,2022-07-06,2022-07-13,2022-07-13,7,384.425,379.42,0.20535,-0.18435,2.94,0.015,2.925,0.9949
SPY220715C00398000,SPY220715P00379000,2022-07-08,2022-07-15,2022-07-15,7,389.28,384.35,0.21316,-0.19397,2.76,0.015,2.745,0.9946
SPY220718C00394000,SPY220718P00373000,2022-07-11,2022-07-18,2022-07-18,7,383.87,381.14,0.19374,-0.19778,2.69,0.02,2.67,0.9926
SPY220720C00390000,SPY220720P00369000,2022-07-13,2022-07-20,2022-07-20,7,379.42,395.265,0.18851,-0.20871,2.95,5.285,-2.335,-0.7915
SPY220722C00393000,SPY220722P00375000,2022-07-15,2022-07-22,2022-07-22,7,384.35,394.21,0.20287,-0.20863,2.49,1.32,1.17,0.4699
SPY220725C00390000,SPY220725P00371000,2022-07-18,2022-07-25,2022-07-25,7,381.14,394.307,0.21338,-0.19858,2.65,4.32,-1.67,-0.6302
SPY220727C00405000,SPY220727P00384000,2022-07-20,2022-07-27,2022-07-27,7,395.265,402.14,0.2009,-0.19609,2.77,0.035,2.735,0.9874
SPY220729C00404000,SPY220729P00383000,2022-07-22,2022-07-29,2022-07-29,7,394.21,412.725,0.19642,-0.19364,2.665,8.69,-6.025,-2.2608
SPY220801C00404000,SPY220801P00384000,2022-07-25,2022-08-01,2022-08-01,7,394.307,410.93,0.19821,-0.20672,2.795,6.935,-4.14,-1.4812
SPY220803C00411000,SPY220803P00392000,2022-07-27,2022-08-03,2022-08-03,7,402.14,415.42,0.19913,-0.20516,2.67,4.375,-1.705,-0.6386
SPY220805C00421000,SPY220805P00404000,2022-07-29,2022-08-05,2022-08-05,7,412.725,413.065,0.1926,-0.20816,2.275,0.02,2.255,0.9912
SPY220808C00420000,SPY220808P00402000,2022-08-01,2022-08-08,2022-08-08,7,410.93,413.28,0.18718,-0.20968,2.4,0.02,2.38,0.9917
SPY220810C00424000,SPY220810P00405000,2022-08-03,2022-08-10,2022-08-10,7,415.42,419.88,0.20024,-0.19129,2.41,0.01,2.4,0.9959
SPY220812C00421000,SPY220812P00404000,2022-08-05,2022-08-12,2022-08-12,7,413.065,426.46,0.21491,-0.2031,2.46,5.425,-2.965,-1.2053
SPY220815C00422000,SPY220815P00404000,2022-08-08,2022-08-15,2022-08-15,7,413.28,429.02,0.19283,-0.19952,2.27,7.025,-4.755,-2.0947
SPY220817C00428000,SPY220817P00412000,2022-08-10,2022-08-17,2022-08-17,7,419.88,427.02,0.19233,-0.20776,2.1,0.01,2.09,0.9952
SPY220819C00434000,SPY220819P00418000,2022-08-12,2022-08-19,2022-08-19,7,426.46,422.08,0.19585,-0.1983,1.92,0.02,1.9,0.9896
SPY220822C00436000,SPY220822P00421000,2022-08-15,2022-08-22,2022-08-22,7,429.02,412.74,0.20735,-0.20486,2.08,8.27,-6.19,-2.976
SPY220824C00435000,SPY220824P00419000,2022-08-17,2022-08-24,2022-08-24,7,427.02,414.27,0.19992,-0.20804,2.17,4.71,-2.54,-1.1705
SPY220826C00430000,SPY220826P00413000,2022-08-19,2022-08-26,2022-08-26,7,422.08,405.84,0.21086,-0.19401,2.28,7.14,-4.86,-2.1316
SPY220829C00422000,SPY220829P00402000,2022-08-22,2022-08-29,2022-08-29,7,412.74,403.82,0.21331,-0.19347,2.65,0.02,2.63,0.9925
SPY220831C00423000,SPY220831P00404000,2022-08-24,2022-08-31,2022-08-31,7,414.27,397.35,0.20722,-0.19546,2.555,6.635,-4.08,-1.5969
SPY220902C00416000,SPY220902P00394000,2022-08-26,2022-09-02,2022-09-02,7,405.84,391.07,0.20262,-0.19665,2.945,2.955,-0.01,-0.0034
SPY220906C00408000,SPY220906P00388000,2022-08-30,2022-09-06,2022-09-06,7,398.18,391.05,0.18811,-0.19523,2.435,0.03,2.405,0.9877
SPY220907C00407000,SPY220907P00388000,2022-08-31,2022-09-07,2022-09-07,7,397.35,398.0,0.19021,-0.19878,2.49,0.015,2.475,0.994
SPY220909C00401000,SPY220909P00381000,2022-09-02,2022-09-09,2022-09-09,7,391.07,407.17,0.18829,-0.1995,2.515,6.13,-3.615,-1.4374
SPY220914C00408000,SPY220914P00387000,2022-09-07,2022-09-14,2022-09-14,7,398.0,394.78,0.20045,-0.19866,2.915,0.01,2.905,0.9966
SPY220916C00416000,SPY220916P00397000,2022-09-09,2022-09-16,2022-09-16,7,407.17,385.24,0.19786,-0.20997,2.9,11.74,-8.84,-3.0483
SPY220919C00420000,SPY220919P00399000,2022-09-12,2022-09-19,2022-09-19,7,410.5,387.88,0.19577,-0.19052,3.0,11.145,-8.145,-2.715
SPY220921C00405000,SPY220921P00384000,2022-09-14,2022-09-21,2022-09-21,7,394.78,378.51,0.18931,-0.21833,3.62,5.5,-1.88,-0.5193
SPY220923C00397000,SPY220923P00373000,2022-09-16,2022-09-23,2022-09-23,7,385.24,367.6,0.2012,-0.19542,3.265,5.4,-2.135,-0.6539
SPY220926C00399000,SPY220926P00376000,2022-09-19,2022-09-26,2022-09-26,7,387.88,365.57,0.20544,-0.2029,3.2,10.42,-7.22,-2.2562
SPY220928C00391000,SPY220928P00366000,2022-09-21,2022-09-28,2022-09-28,7,378.51,371.81,0.20265,-0.20255,3.46,0.02,3.44,0.9942
SPY220930C00380000,SPY220930P00354000,2022-09-23,2022-09-30,2022-09-30,7,367.6,359.43,0.19422,-0.19815,3.37,0.03,3.34,0.9911
SPY221003C00379000,SPY221003P00352000,2022-09-26,2022-10-03,2022-10-03,7,365.57,367.01,0.19366,-0.19852,3.465,0.015,3.45,0.9957
SPY221005C00384000,SPY221005P00359000,2022-09-28,2022-10-05,2022-10-05,7,371.81,378.27,0.19222,-0.20752,3.39,0.02,3.37,0.9941
SPY221007C00372000,SPY221007P00347000,2022-09-30,2022-10-07,2022-10-07,7,359.43,362.27,0.19156,-0.19953,3.115,0.015,3.1,0.9952
SPY221010C00378000,SPY221010P00356000,2022-10-03,2022-10-10,2022-10-10,7,367.01,361.13,0.19664,-0.20886,3.08,0.02,3.06,0.9935
SPY221012C00389000,SPY221012P00367000,2022-10-05,2022-10-12,2022-10-12,7,378.27,357.85,0.19663,-0.20174,2.935,9.185,-6.25,-2.1295
SPY221014C00375000,SPY221014P00349000,2022-10-07,2022-10-14,2022-10-14,7,362.27,358.076,0.20604,-0.1968,3.43,0.02,3.41,0.9942
SPY221017C00374000,SPY221017P00349000,2022-10-10,2022-10-17,2022-10-17,7,361.13,367.451,0.19493,-0.20615,3.38,0.02,3.36,0.9941
SPY221019C00372000,SPY221019P00344000,2022-10-12,2022-10-19,2022-10-19,7,357.85,367.64,0.20504,-0.20348,3.825,0.015,3.81,0.9961
SPY221021C00371000,SPY221021P00345000,2022-10-14,2022-10-21,2022-10-21,7,358.076,374.51,0.1916,-0.19693,3.02,3.535,-0.515,-0.1705
SPY221024C00379000,SPY221024P00356000,2022-10-17,2022-10-24,2022-10-24,7,367.451,379.07,0.20207,-0.1997,3.12,0.455,2.665,0.8542
SPY221026C00379000,SPY221026P00356000,2022-10-19,2022-10-26,2022-10-26,7,367.64,382.905,0.20397,-0.19706,3.08,3.915,-0.835,-0.2711
SPY221028C00387000,SPY221028P00363000,2022-10-21,2022-10-28,2022-10-28,7,374.51,388.895,0.19198,-0.19979,3.135,1.945,1.19,0.3796
SPY221031C00392000,SPY221031P00367000,2022-10-24,2022-10-31,2022-10-31,7,379.07,387.035,0.19177,-0.19139,2.995,0.015,2.98,0.995
SPY221102C00396000,SPY221102P00371000,2022-10-26,2022-11-02,2022-11-02,7,382.905,376.66,0.19143,-0.20541,3.295,0.025,3.27,0.9924
SPY221104C00402000,SPY221104P00377000,2022-10-28,2022-11-04,2022-11-04,7,388.895,375.89,0.19136,-0.20507,3.29,1.29,2.0,0.6079
SPY221107C00400000,SPY221107P00376000,2022-10-31,2022-11-07,2022-11-07,7,387.035,380.028,0.18545,-0.20909,3.09,0.015,3.075,0.9951
SPY221109C00389000,SPY221109P00366000,2022-11-02,2022-11-09,2022-11-09,7,376.66,374.49,0.19186,-0.20004,2.925,0.02,2.905,0.9932
SPY221111C00388000,SPY221111P00364000,2022-11-04,2022-11-11,2022-11-11,7,375.89,399.0,0.20948,-0.19889,3.245,10.985,-7.74,-2.3852
SPY221114C00392000,SPY221114P00369000,2022-11-07,2022-11-14,2022-11-14,7,380.028,397.04,0.19676,-0.20725,3.205,5.065,-1.86,-0.5803
SPY221116C00387000,SPY221116P00362000,2022-11-09,2022-11-16,2022-11-16,7,374.49,395.54,0.19664,-0.19356,3.205,8.555,-5.35,-1.6693
SPY221118C00409000,SPY221118P00389000,2022-11-11,2022-11-18,2022-11-18,7,399.0,396.26,0.19075,-0.20382,2.63,0.015,2.615,0.9943
SPY221121C00406000,SPY221121P00388000,2022-11-14,2022-11-21,2022-11-21,7,397.04,394.38,0.21243,-0.2018,2.62,0.015,2.605,0.9943
SPY221122C00408000,SPY221122P00388000,2022-11-15,2022-11-22,2022-11-22,7,398.48,399.78,0.21119,-0.19811,2.68,0.015,2.665,0.9944
SPY221123C00405000,SPY221123P00386000,2022-11-16,2022-11-23,2022-11-23,7,395.54,401.93,0.19137,-0.19145,2.32,0.02,2.3,0.9914
SPY221125C00404000,SPY221125P00389000,2022-11-18,2022-11-25,2022-11-25,7,396.26,402.46,0.19478,-0.2094,1.92,0.04,1.88,0.9792
SPY221128C00401000,SPY221128P00388000,2022-11-21,2022-11-28,2022-11-28,7,394.38,395.73,0.20928,-0.20837,1.79,0.01,1.78,0.9944
SPY221129C00406000,SPY221129P00392000,2022-11-22,2022-11-29,2022-11-29,7,399.78,394.94,0.21356,-0.18902,1.59,0.01,1.58,0.9937
SPY221130C00408000,SPY221130P00394000,2022-11-23,2022-11-30,2022-11-30,7,401.93,406.01,0.18831,-0.19093,1.56,0.02,1.54,0.9872
SPY221202C00410000,SPY221202P00394000,2022-11-25,2022-12-02,2022-12-02,7,402.46,406.14,0.19985,-0.19544,2.09,0.01,2.08,0.9952
SPY221205C00404000,SPY221205P00387000,2022-11-28,2022-12-05,2022-12-05,7,395.73,398.86,0.20764,-0.19779,2.32,0.01,2.31,0.9957
SPY221206C00404000,SPY221206P00386000,2022-11-29,2022-12-06,2022-12-06,7,394.94,393.76,0.19408,-0.20198,2.39,0.01,2.38,0.9958
SPY221207C00415000,SPY221207P00398000,2022-11-30,2022-12-07,2022-12-07,7,406.01,392.92,0.1945,-0.21156,2.34,5.07,-2.73,-1.1667
SPY221208C00416000,SPY221208P00400000,2022-12-01,2022-12-08,2022-12-08,7,408.0,395.51,0.19867,-0.20427,2.07,4.47,-2.4,-1.1594
SPY221209C00413000,SPY221209P00399000,2022-12-02,2022-12-09,2022-12-09,7,406.14,394.23,0.19504,-0.19101,1.65,4.79,-3.14,-1.903
SPY221212C00407000,SPY221212P00391000,2022-12-05,2022-12-12,2022-12-12,7,398.86,398.13,0.18704,-0.20544,1.83,0.01,1.82,0.9945
SPY221213C00405000,SPY221213P00383000,2022-12-06,2022-12-13,2022-12-13,7,393.76,402.59,0.20464,-0.20705,3.13,0.03,3.1,0.9904
SPY221214C00406000,SPY221214P00380000,2022-12-07,2022-12-14,2022-12-14,7,392.92,398.95,0.19629,-0.19726,3.17,0.01,3.16,0.9968
SPY221215C00408000,SPY221215P00383000,2022-12-08,2022-12-15,2022-12-15,7,395.51,389.19,0.20954,-0.20094,3.41,0.01,3.4,0.9971
SPY221216C00406000,SPY221216P00380000,2022-12-09,2022-12-16,2022-12-16,7,394.23,384.31,0.20678,-0.19178,3.325,0.02,3.305,0.994
SPY221219C00411000,SPY221219P00383000,2022-12-12,2022-12-19,2022-12-19,7,398.13,379.38,0.20174,-0.19293,3.91,3.62,0.29,0.0742
SPY221220C00413000,SPY221220P00391000,2022-12-13,2022-12-20,2022-12-20,7,402.59,381.24,0.19609,-0.2008,3.305,9.77,-6.465,-1.9561
SPY221221C00406000,SPY221221P00390000,2022-12-14,2022-12-21,2022-12-21,7,398.95,385.81,0.21148,-0.19163,2.86,4.205,-1.345,-0.4703
SPY221222C00397000,SPY221222P00380000,2022-12-15,2022-12-22,2022-12-22,7,389.19,379.02,0.18955,-0.19181,2.78,1.145,1.635,0.5881
SPY221223C00393000,SPY221223P00376000,2022-12-16,2022-12-23,2022-12-23,7,384.31,382.22,0.2045,-0.20753,2.39,0.01,2.38,0.9958
SPY221227C00389000,SPY221227P00374000,2022-12-20,2022-12-27,2022-12-27,7,381.24,381.9,0.19646,-0.20441,2.02,0.01,2.01,0.995
SPY221228C00393000,SPY221228P00379000,2022-12-21,2022-12-28,2022-12-28,7,385.81,376.63,0.19293,-0.20011,1.7,2.36,-0.66,-0.3882
SPY221229C00387000,SPY221229P00371000,2022-12-22,2022-12-29,2022-12-29,7,379.02,383.67,0.19179,-0.19343,2.085,0.01,2.075,0.9952
SPY221230C00390000,SPY221230P00375000,2022-12-23,2022-12-30,2022-12-30,7,382.22,381.38,0.18399,-0.20142,1.86,0.01,1.85,0.9946
SPY230103C00389000,SPY230103P00375000,2022-12-27,2023-01-03,2023-01-03,7,381.9,380.47,0.20047,-0.20152,1.895,0.01,1.885,0.9947
SPY230104C00384000,SPY230104P00369000,2022-12-28,2023-01-04,2023-01-04,7,376.63,381.39,0.21232,-0.19146,2.01,0.02,1.99,0.99
SPY230105C00391000,SPY230105P00376000,2022-12-29,2023-01-05,2023-01-05,7,383.67,379.73,0.20276,-0.19359,1.88,0.01,1.87,0.9947
SPY230106C00390000,SPY230106P00373000,2022-12-30,2023-01-06,2023-01-06,7,381.38,388.9,0.201,-0.20475,2.33,0.05,2.28,0.9785
SPY230110C00390000,SPY230110P00372000,2023-01-03,2023-01-10,2023-01-10,7,380.47,389.77,0.1944,-0.21055,2.44,0.2,2.24,0.918
SPY230111C00390000,SPY230111P00373000,2023-01-04,2023-01-11,2023-01-11,7,381.39,394.47,0.20463,-0.19859,2.33,4.42,-2.09,-0.897
SPY230112C00392000,SPY230112P00369000,2023-01-05,2023-01-12,2023-01-12,7,379.73,396.22,0.19267,-0.2092,2.95,4.235,-1.285,-0.4356
SPY230113C00399000,SPY230113P00379000,2023-01-06,2023-01-13,2023-01-13,7,388.9,398.55,0.19954,-0.20028,2.75,0.2,2.55,0.9273
SPY230117C00400000,SPY230117P00380000,2023-01-10,2023-01-17,2023-01-17,7,389.77,397.63,0.19808,-0.20289,2.54,0.01,2.53,0.9961
SPY230118C00405000,SPY230118P00384000,2023-01-11,2023-01-18,2023-01-18,7,394.47,391.95,0.20177,-0.20507,2.87,0.01,2.86,0.9965
SPY230119C00403000,SPY230119P00389000,2023-01-12,2023-01-19,2023-01-19,7,396.22,389.77,0.21646,-0.20892,2.07,0.12,1.95,0.942
SPY230120C00405000,SPY230120P00392000,2023-01-13,2023-01-20,2023-01-20,7,398.55,394.93,0.19102,-0.20148,1.68,0.02,1.66,0.9881
SPY230124C00405000,SPY230124P00390000,2023-01-17,2023-01-24,2023-01-24,7,397.63,399.39,0.1898,-0.19228,1.71,0.01,1.7,0.9942
SPY230125C00399000,SPY230125P00385000,2023-01-18,2023-01-25,2023-01-25,7,391.95,399.62,0.20556,-0.20083,1.91,0.8,1.11,0.5812
SPY230126C00397000,SPY230126P00382000,2023-01-19,2023-01-26,2023-01-26,7,389.77,403.58,0.2021,-0.1906,1.91,6.59,-4.68,-2.4503
SPY230127C00402000,SPY230127P00388000,2023-01-20,2023-01-27,2023-01-27,7,394.93,406.81,0.19743,-0.20414,1.98,4.84,-2.86,-1.4444
SPY230130C00407000,SPY230130P00393000,2023-01-23,2023-01-30,2023-01-30,7,399.97,401.2,0.21212,-0.21072,2.11,0.01,2.1,0.9953
SPY230131C00407000,SPY230131P00391000,2023-01-24,2023-01-31,2023-01-31,7,399.39,404.84,0.19653,-0.19286,1.9,0.01,1.89,0.9947
SPY230201C00409000,SPY230201P00390000,2023-01-25,2023-02-01,2023-02-01,7,399.62,412.62,0.18689,-0.18946,2.21,3.58,-1.37,-0.6199
SPY230202C00413000,SPY230202P00394000,2023-01-26,2023-02-02,2023-02-02,7,403.58,415.12,0.19322,-0.19271,2.37,2.36,0.01,0.0042
SPY230203C00416000,SPY230203P00397000,2023-01-27,2023-02-03,2023-02-03,7,406.81,411.74,0.2067,-0.19959,2.59,0.01,2.58,0.9961
SPY230206C00412000,SPY230206P00391000,2023-01-30,2023-02-06,2023-02-06,7,401.2,409.73,0.19452,-0.20153,2.77,0.02,2.75,0.9928
SPY230207C00415000,SPY230207P00395000,2023-01-31,2023-02-07,2023-02-07,7,404.84,415.01,0.19704,-0.2038,2.71,0.475,2.235,0.8247
SPY230208C00421000,SPY230208P00404000,2023-02-01,2023-02-08,2023-02-08,7,412.62,410.68,0.20132,-0.20381,2.33,0.01,2.32,0.9957
SPY230209C00424000,SPY230209P00406000,2023-02-02,2023-02-09,2023-02-09,7,415.12,407.48,0.20412,-0.19804,2.44,0.07,2.37,0.9713
SPY230210C00420000,SPY230210P00404000,2023-02-03,2023-02-10,2023-02-10,7,411.74,407.97,0.19929,-0.20721,2.22,0.02,2.2,0.991
SPY230213C00418000,SPY230213P00402000,2023-02-06,2023-02-13,2023-02-13,7,409.73,412.53,0.19808,-0.20396,2.16,0.01,2.15,0.9954
SPY230214C00424000,SPY230214P00406000,2023-02-07,2023-02-14,2023-02-14,7,415.01,413.44,0.20855,-0.20443,2.64,0.01,2.63,0.9962
SPY230215C00421000,SPY230215P00401000,2023-02-08,2023-02-15,2023-02-15,7,410.68,413.05,0.18905,-0.19869,2.54,0.01,2.53,0.9961
SPY230216C00418000,SPY230216P00397000,2023-02-09,2023-02-16,2023-02-16,7,407.48,408.82,0.20199,-0.20717,3.13,0.01,3.12,0.9968
SPY230217C00418000,SPY230217P00398000,2023-02-10,2023-02-17,2023-02-17,7,407.97,406.61,0.2121,-0.20776,3.15,0.02,3.13,0.9937
SPY230221C00420000,SPY230221P00405000,2023-02-14,2023-02-21,2023-02-21,7,413.44,399.91,0.20564,-0.19311,1.9,5.085,-3.185,-1.6763
SPY230222C00420000,SPY230222P00406000,2023-02-15,2023-02-22,2023-02-22,7,413.05,397.25,0.18628,-0.20549,1.77,8.705,-6.935,-3.9181
SPY230223C00417000,SPY230223P00400000,2023-02-16,2023-02-23,2023-02-23,7,408.82,400.95,0.18444,-0.20046,2.01,0.1,1.91,0.9502
SPY230224C00414000,SPY230224P00399000,2023-02-17,2023-02-24,2023-02-24,7,406.61,395.57,0.19398,-0.20898,2.0,3.455,-1.455,-0.7275
SPY230228C00409000,SPY230228P00391000,2023-02-21,2023-02-28,2023-02-28,7,399.91,397.01,0.1885,-0.20203,2.43,0.01,2.42,0.9959
SPY230301C00405000,SPY230301P00389000,2023-02-22,2023-03-01,2023-03-01,7,397.25,395.17,0.21633,-0.2101,2.46,0.01,2.45,0.9959
SPY230302C00409000,SPY230302P00393000,2023-02-23,2023-03-02,2023-03-02,7,400.95,398.11,0.1839,-0.19584,1.96,0.03,1.93,0.9847
SPY230303C00404000,SPY230303P00387500,2023-02-24,2023-03-03,2023-03-03,7,395.57,403.85,0.18461,-0.20296,2.04,0.34,1.7,0.8333
SPY230306C00405000,SPY230306P00390000,2023-02-27,2023-03-06,2023-03-06,7,397.56,404.69,0.19657,-0.19336,1.9,0.16,1.74,0.9158
SPY230307C00405000,SPY230307P00389000,2023-02-28,2023-03-07,2023-03-07,7,397.01,398.58,0.19617,-0.19476,2.03,0.01,2.02,0.9951
SPY230308C00403000,SPY230308P00387000,2023-03-01,2023-03-08,2023-03-08,7,395.17,399.01,0.21199,-0.19565,2.18,0.01,2.17,0.9954
SPY230309C00406000,SPY230309P00390000,2023-03-02,2023-03-09,2023-03-09,7,398.11,391.63,0.20013,-0.19373,2.03,0.17,1.86,0.9163
SPY230310C00412000,SPY230310P00396000,2023-03-03,2023-03-10,2023-03-10,7,403.85,384.73,0.19751,-0.20868,2.17,11.29,-9.12,-4.2028
SPY230313C00413000,SPY230313P00396000,2023-03-06,2023-03-13,2023-03-13,7,404.69,386.78,0.19286,-0.18838,1.99,9.235,-7.245,-3.6407
SPY230314C00408000,SPY230314P00389000,2023-03-07,2023-03-14,2023-03-14,7,398.58,389.62,0.20311,-0.20098,2.6,0.255,2.345,0.9019
SPY230315C00408000,SPY230315P00389000,2023-03-08,2023-03-15,2023-03-15,7,399.01,387.81,0.20609,-0.19134,2.47,1.445,1.025,0.415
SPY230316C00403000,SPY230316P00380000,2023-03-09,2023-03-16,2023-03-16,7,391.63,396.1,0.19643,-0.20024,2.99,0.01,2.98,0.9967
SPY230317C00395000,SPY230317P00371000,2023-03-10,2023-03-17,2023-03-17,7,384.73,390.08,0.20608,-0.19196,3.265,0.01,3.255,0.9969
SPY230320C00397000,SPY230320P00374000,2023-03-13,2023-03-20,2023-03-20,7,386.78,393.3,0.20308,-0.20573,3.485,0.01,3.475,0.9971
SPY230321C00398000,SPY230321P00379000,2023-03-14,2023-03-21,2023-03-21,7,389.62,399.22,0.18874,-0.19968,2.775,1.28,1.495,0.5387
SPY230322C00398000,SPY230322P00374000,2023-03-15,2023-03-22,2023-03-22,7,387.81,395.69,0.19593,-0.19716,3.59,0.13,3.46,0.9638
SPY230323C00405000,SPY230323P00384000,2023-03-16,2023-03-23,2023-03-23,7,396.1,393.61,0.18688,-0.19446,3.1,0.01,3.09,0.9968
SPY230324C00401000,SPY230324P00377000,2023-03-17,2023-03-24,2023-03-24,7,390.08,395.31,0.21201,-0.19483,3.47,0.01,3.46,0.9971
SPY230327C00403000,SPY230327P00381000,2023-03-20,2023-03-27,2023-03-27,7,393.3,397.04,0.20738,-0.19513,2.955,0.01,2.945,0.9966
SPY230328C00409000,SPY230328P00388000,2023-03-21,2023-03-28,2023-03-28,7,399.22,394.75,0.19093,-0.19409,2.59,0.01,2.58,0.9961
SPY230329C00404000,SPY230329P00385000,2023-03-22,2023-03-29,2023-03-29,7,395.69,401.25,0.20397,-0.19896,2.535,0.01,2.525,0.9961
SPY230330C00402000,SPY230330P00383000,2023-03-23,2023-03-30,2023-03-30,7,393.61,403.4,0.21102,-0.20529,2.9,1.42,1.48,0.5103
SPY230331C00403000,SPY230331P00385000,2023-03-24,2023-03-31,2023-03-31,7,395.31,408.13,0.21666,-0.20585,2.7,5.165,-2.465,-0.913
SPY230403C00405000,SPY230403P00388000,2023-03-27,2023-04-03,2023-04-03,7,397.04,410.98,0.18479,-0.19392,1.99,5.96,-3.97,-1.995
SPY230404C00402000,SPY230404P00386000,2023-03-28,2023-04-04,2023-04-04,7,394.75,407.56,0.21459,-0.19398,2.195,5.575,-3.38,-1.5399
SPY230405C00409000,SPY230405P00393000,2023-03-29,2023-04-05,2023-04-05,7,401.25,407.58,0.18632,-0.19214,1.93,0.02,1.91,0.9896
SPY230406C00410000,SPY230406P00395000,2023-03-30,2023-04-06,2023-04-06,7,403.4,408.92,0.20566,-0.19466,1.95,0.03,1.92,0.9846
SPY230410C00418000,SPY230410P00404000,2023-04-03,2023-04-10,2023-04-10,7,410.98,408.93,0.18308,-0.20135,1.64,0.02,1.62,0.9878
SPY230411C00414000,SPY230411P00401000,2023-04-04,2023-04-11,2023-04-11,7,407.56,410.02,0.20878,-0.21302,1.92,0.01,1.91,0.9948
SPY230412C00415000,SPY230412P00400000,2023-04-05,2023-04-12,2023-04-12,7,407.58,408.25,0.20001,-0.2025,1.98,0.01,1.97,0.9949
SPY230413C00416000,SPY230413P00402000,2023-04-06,2023-04-13,2023-04-13,7,408.92,413.74,0.20408,-0.20763,2.05,0.01,2.04,0.9951
SPY230417C00416000,SPY230417P00402000,2023-04-10,2023-04-17,2023-04-17,7,408.93,413.15,0.20388,-0.20401,2.04,0.02,2.02,0.9902
SPY230418C00417000,SPY230418P00403000,2023-04-11,2023-04-18,2023-04-18,7,410.02,414.27,0.20363,-0.20534,1.97,0.01,1.96,0.9949
SPY230419C00415000,SPY230419P00401000,2023-04-12,2023-04-19,2023-04-19,7,408.25,413.94,0.1996,-0.19364,1.81,0.04,1.77,0.9779
SPY230420C00420000,SPY230420P00406000,2023-04-13,2023-04-20,2023-04-20,7,413.74,410.75,0.2039,-0.19069,1.6,0.02,1.58,0.9875
SPY230421C00418000,SPY230421P00407000,2023-04-14,2023-04-21,2023-04-21,7,412.56,411.56,0.2224,-0.21503,1.78,0.01,1.77,0.9944
SPY230424C00419000,SPY230424P00406000,2023-04-17,2023-04-24,2023-04-24,7,413.15,412.38,0.1965,-0.18694,1.21,0.01,1.2,0.9917
SPY230425C00420000,SPY230425P00408000,2023-04-18,2023-04-25,2023-04-25,7,414.27,406.51,0.20322,-0.2107,1.62,1.635,-0.015,-0.0093
SPY230426C00419000,SPY230426P00407000,2023-04-19,2023-04-26,2023-04-26,7,413.94,404.07,0.22191,-0.19887,1.67,2.93,-1.26,-0.7545
SPY230427C00417000,SPY230427P00404000,2023-04-20,2023-04-27,2023-04-27,7,410.75,412.28,0.20662,-0.19094,1.8,0.01,1.79,0.9944
SPY230428C00418000,SPY230428P00405000,2023-04-21,2023-04-28,2023-04-28,7,411.56,415.05,0.18168,-0.18945,1.54,0.01,1.53,0.9935
SPY230501C00418000,SPY230501P00406000,2023-04-24,2023-05-01,2023-05-01,7,412.38,415.94,0.20002,-0.19888,1.59,0.01,1.58,0.9937
SPY230502C00414000,SPY230502P00399000,2023-04-25,2023-05-02,2023-05-02,7,406.51,410.61,0.18754,-0.21138,2.035,0.01,2.025,0.9951
SPY230503C00412000,SPY230503P00395000,2023-04-26,2023-05-03,2023-05-03,7,404.07,408.58,0.19866,-0.19155,2.15,0.02,2.13,0.9907
SPY230504C00419000,SPY230504P00404000,2023-04-27,2023-05-04,2023-05-04,7,412.28,404.87,0.21707,-0.19405,2.095,0.25,1.845,0.8807
SPY230505C00422000,SPY230505P00407000,2023-04-28,2023-05-05,2023-05-05,7,415.05,412.75,0.19781,-0.19451,1.87,0.01,1.86,0.9947
SPY230508C00423000,SPY230508P00409000,2023-05-01,2023-05-08,2023-05-08,7,415.94,412.97,0.18285,-0.20273,1.74,0.01,1.73,0.9943
SPY230509C00418000,SPY230509P00402000,2023-05-02,2023-05-09,2023-05-09,7,410.61,411.28,0.19752,-0.19144,2.02,0.01,2.01,0.995
SPY230510C00416000,SPY230510P00400000,2023-05-03,2023-05-10,2023-05-10,7,408.58,413.31,0.20612,-0.19365,2.36,0.01,2.35,0.9958
SPY230511C00413000,SPY230511P00395000,2023-05-04,2023-05-11,2023-05-11,7,404.87,411.81,0.2006,-0.196,2.335,0.02,2.315,0.9914
SPY230512C00419000,SPY230512P00405000,2023-05-05,2023-05-12,2023-05-12,7,412.75,411.11,0.19549,-0.19227,1.76,0.01,1.75,0.9943
